pokedex_id,pokemon_name,primary_type,secondary_type,hp,attack,defense,sp_attack,sp_defense,speed,sprite_url,generation,is_legendary
2965,Pokemon_2965,Fire,,116,147,95,83,131,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/916.png,9,true
2966,Pokemon_2966,Fire,Electric,76,51,78,150,30,136,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/917.png,9,false
2967,Pokemon_2967,Dark,,30,128,33,32,82,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/918.png,3,false
2968,Pokemon_2968,Poison,,51,121,142,91,51,146,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/919.png,4,false
2969,Pokemon_2969,Electric,,101,113,116,59,79,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/920.png,6,true
2970,Pokemon_2970,Fighting,,62,112,86,139,99,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/921.png,5,false
2971,Pokemon_2971,Dragon,,32,84,54,34,32,144,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/922.png,6,false
2972,Pokemon_2972,Psychic,,109,117,52,73,63,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/923.png,4,false
2973,Pokemon_2973,Psychic,Ghost,114,66,109,37,33,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/924.png,9,false
2974,Pokemon_2974,Psychic,,120,135,104,93,41,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/925.png,2,false
2975,Pokemon_2975,Electric,,63,72,137,133,46,146,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/926.png,2,false
2976,Pokemon_2976,Normal,,56,46,45,129,64,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/927.png,1,false
2977,Pokemon_2977,Water,,52,43,53,102,125,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/928.png,4,true
2978,Pokemon_2978,Rock,,43,96,42,48,55,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/929.png,2,false
2979,Pokemon_2979,Grass,,125,96,42,32,58,76,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/930.png,5,false
2980,Pokemon_2980,Fighting,,79,60,111,33,143,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/931.png,8,false
2981,Pokemon_2981,Psychic,,64,92,79,110,66,63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/932.png,4,false
2982,Pokemon_2982,Steel,,79,125,136,145,111,138,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/933.png,8,false
2983,Pokemon_2983,Electric,,57,42,46,62,70,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/934.png,2,false
2984,Pokemon_2984,Fighting,,105,109,91,75,42,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/935.png,9,false
2985,Pokemon_2985,Bug,,62,116,102,57,125,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/936.png,3,false
2986,Pokemon_2986,Rock,,35,77,43,140,150,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/937.png,2,false
2987,Pokemon_2987,Bug,,130,141,41,33,91,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/938.png,5,false
2988,Pokemon_2988,Fighting,,79,140,75,104,48,89,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/939.png,7,false
2989,Pokemon_2989,Dark,,149,100,48,82,93,139,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/940.png,2,false
2990,Pokemon_2990,Steel,,106,101,142,118,83,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/941.png,8,false
2991,Pokemon_2991,Fairy,,73,59,40,107,40,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/942.png,4,false
2992,Pokemon_2992,Grass,,86,142,31,31,62,118,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/943.png,6,false
2993,Pokemon_2993,Rock,Rock,40,133,66,83,31,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/944.png,5,false
2994,Pokemon_2994,Psychic,,109,122,116,45,103,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/945.png,1,false
2995,Pokemon_2995,Bug,,127,86,75,122,119,89,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/946.png,2,false
2996,Pokemon_2996,Steel,Fire,134,91,138,82,114,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/947.png,1,false
2997,Pokemon_2997,Ground,,136,30,84,39,41,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/948.png,2,false
2998,Pokemon_2998,Ground,Dark,45,131,101,139,60,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/949.png,5,false
2999,Pokemon_2999,Fire,Water,145,117,90,33,68,103,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/950.png,9,false
3000,Pokemon_3000,Fairy,,146,56,51,94,91,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/951.png,7,false
3001,Pokemon_3001,Flying,,131,62,144,36,68,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/952.png,1,false
3002,Pokemon_3002,Dragon,,71,71,133,149,66,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/953.png,7,false
3003,Pokemon_3003,Normal,,57,61,81,43,53,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/954.png,5,false
3004,Pokemon_3004,Ground,,88,57,143,72,81,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/955.png,5,false
3005,Pokemon_3005,Fire,,123,91,117,56,43,119,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/956.png,7,false
3006,Pokemon_3006,Electric,,46,129,117,30,114,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/957.png,5,false
3007,Pokemon_3007,Ground,,72,54,75,56,70,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/958.png,3,false
3008,Pokemon_3008,Steel,,85,143,69,88,50,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/959.png,9,false
3009,Pokemon_3009,Rock,Ground,75,132,61,122,50,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/960.png,6,false
3010,Pokemon_3010,Ice,,57,148,74,47,31,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/961.png,4,false
3011,Pokemon_3011,Steel,Fire,96,74,140,133,60,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/962.png,3,false
3012,Pokemon_3012,Ice,Fairy,100,72,93,138,150,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/963.png,5,false
3013,Pokemon_3013,Dragon,,77,134,44,43,117,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/964.png,5,false
3014,Pokemon_3014,Fire,Ghost,103,102,119,44,69,103,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/965.png,1,true
3015,Pokemon_3015,Fighting,Psychic,90,62,80,34,116,31,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/966.png,9,false
3016,Pokemon_3016,Ghost,,148,135,64,103,60,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/967.png,7,false
3017,Pokemon_3017,Steel,,150,37,144,47,34,37,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/968.png,8,false
3018,Pokemon_3018,Water,,86,148,103,135,108,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/969.png,4,false
3019,Pokemon_3019,Dark,,84,39,92,86,146,31,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/970.png,6,false
3020,Pokemon_3020,Electric,Flying,42,75,145,91,101,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/971.png,9,false
3021,Pokemon_3021,Bug,,150,100,49,130,86,111,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/972.png,8,false
3022,Pokemon_3022,Poison,,36,86,124,127,133,147,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/973.png,1,false
3023,Pokemon_3023,Normal,Steel,116,103,103,69,75,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/974.png,8,false
3024,Pokemon_3024,Ground,Rock,49,122,93,135,147,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/975.png,6,false
3025,Pokemon_3025,Grass,,94,131,100,42,56,147,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/976.png,3,false
3026,Pokemon_3026,Electric,,63,88,69,88,142,116,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/977.png,6,false
3027,Pokemon_3027,Ghost,,96,78,57,66,48,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/978.png,9,false
3028,Pokemon_3028,Dragon,Ground,124,69,103,115,134,63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/979.png,3,false
3029,Pokemon_3029,Dark,Poison,90,110,115,146,149,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/980.png,9,false
3030,Pokemon_3030,Bug,,134,89,107,57,122,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/981.png,7,false
3031,Pokemon_3031,Grass,,130,105,97,84,138,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/982.png,7,false
3032,Pokemon_3032,Dark,,43,135,42,140,103,93,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/983.png,7,false
3033,Pokemon_3033,Bug,Flying,140,82,128,76,71,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/984.png,4,false
3034,Pokemon_3034,Poison,,65,140,31,105,126,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/985.png,5,false
3035,Pokemon_3035,Fighting,,31,62,122,78,127,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/986.png,8,false
3036,Pokemon_3036,Fire,,144,106,63,31,54,133,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/987.png,6,false
3037,Pokemon_3037,Rock,,56,135,54,70,90,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/988.png,2,false
3038,Pokemon_3038,Bug,,116,80,141,36,111,76,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/989.png,2,false
3039,Pokemon_3039,Fire,Poison,144,64,35,65,150,119,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/990.png,7,false
3040,Pokemon_3040,Psychic,Dragon,146,76,104,130,142,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/991.png,2,false
3041,Pokemon_3041,Ground,Poison,142,128,144,62,115,53,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/992.png,4,true
3042,Pokemon_3042,Fighting,,136,90,103,140,107,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/993.png,1,false
3043,Pokemon_3043,Flying,,89,40,127,30,35,89,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/994.png,7,false
3044,Pokemon_3044,Dark,Electric,146,116,135,95,68,126,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/995.png,8,false
3045,Pokemon_3045,Ground,Ghost,82,126,45,124,72,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/996.png,5,false
3046,Pokemon_3046,Fire,,86,125,68,132,71,137,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/997.png,4,false
3047,Pokemon_3047,Poison,,145,115,121,104,62,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/998.png,3,false
3048,Pokemon_3048,Ghost,,147,50,83,43,107,103,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/999.png,3,false
3049,Pokemon_3049,Normal,,75,142,145,45,68,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1000.png,4,false
3050,Pokemon_3050,Poison,,91,149,127,148,112,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1001.png,6,false
3051,Pokemon_3051,Dark,Fire,79,48,88,124,122,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1002.png,4,false
3052,Pokemon_3052,Flying,Fairy,150,44,96,105,119,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1003.png,3,false
3053,Pokemon_3053,Poison,Bug,32,102,74,40,94,146,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1004.png,4,false
3054,Pokemon_3054,Electric,Fairy,61,85,111,133,57,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1005.png,3,false
3055,Pokemon_3055,Poison,,143,119,56,53,104,111,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1006.png,6,false
3056,Pokemon_3056,Bug,,68,111,36,129,78,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1007.png,8,false
3057,Pokemon_3057,Ghost,,97,136,95,50,135,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1008.png,7,false
3058,Pokemon_3058,Water,,130,126,98,58,59,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1009.png,5,false
3059,Pokemon_3059,Water,,59,68,36,137,96,104,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1010.png,5,false
3060,Pokemon_3060,Fairy,,50,42,106,130,47,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1011.png,2,false
3061,Pokemon_3061,Psychic,,148,89,105,62,102,76,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1012.png,3,false
3062,Pokemon_3062,Dragon,,73,140,116,75,126,53,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1013.png,1,false
3063,Pokemon_3063,Flying,,110,90,89,118,89,131,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1014.png,5,false
3064,Pokemon_3064,Steel,,124,101,42,121,71,118,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1015.png,1,false
3065,Pokemon_3065,Flying,Dragon,107,120,139,55,98,63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1016.png,9,false
3066,Pokemon_3066,Electric,,75,130,46,107,42,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1017.png,1,false
3067,Pokemon_3067,Fire,Fire,108,51,67,37,68,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1018.png,4,false
3068,Pokemon_3068,Ghost,,92,139,128,55,75,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1019.png,4,false
3069,Pokemon_3069,Bug,Grass,37,122,97,39,137,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1020.png,4,false
3070,Pokemon_3070,Bug,Ice,47,134,66,54,113,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1021.png,5,false
3071,Pokemon_3071,Dark,,140,40,44,75,115,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1022.png,1,false
3072,Pokemon_3072,Grass,,129,139,142,37,69,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1023.png,8,false
3073,Pokemon_3073,Fighting,,143,30,78,78,78,148,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1024.png,3,false
3074,Pokemon_3074,Psychic,,57,52,72,112,99,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1025.png,1,false
3075,Pokemon_3075,Grass,Ice,116,71,136,139,91,54,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1.png,4,false
3076,Pokemon_3076,Fairy,,92,143,112,53,34,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/2.png,7,false
3077,Pokemon_3077,Fairy,Fighting,137,72,138,124,46,126,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/3.png,6,false
3078,Pokemon_3078,Rock,Water,84,56,55,102,114,107,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/4.png,1,false
3079,Pokemon_3079,Ghost,,37,42,138,37,98,104,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/5.png,4,false
3080,Pokemon_3080,Steel,,120,96,104,117,102,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/6.png,2,false
3081,Pokemon_3081,Ground,Fighting,97,119,142,86,43,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/7.png,2,false
3082,Pokemon_3082,Dark,Dragon,108,138,34,128,36,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/8.png,3,false
3083,Pokemon_3083,Ice,,124,30,130,48,46,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/9.png,5,false
3084,Pokemon_3084,Poison,,43,32,129,56,136,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10.png,8,false
3085,Pokemon_3085,Normal,,63,146,148,37,54,106,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/11.png,2,false
3086,Pokemon_3086,Flying,Bug,129,143,141,58,111,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/12.png,7,false
3087,Pokemon_3087,Ghost,,110,92,55,93,145,103,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/13.png,6,false
3088,Pokemon_3088,Flying,,115,144,103,75,123,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/14.png,1,false
3089,Pokemon_3089,Psychic,,72,103,89,73,73,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/15.png,2,false
3090,Pokemon_3090,Dark,Dragon,143,108,131,64,135,138,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/16.png,9,false
3091,Pokemon_3091,Flying,Grass,34,141,82,114,110,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/17.png,4,false
3092,Pokemon_3092,Normal,Fighting,71,49,144,77,96,118,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/18.png,6,false
3093,Pokemon_3093,Electric,Ground,146,114,70,92,106,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/19.png,2,true
3094,Pokemon_3094,Normal,,32,124,97,63,78,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/20.png,2,false
3095,Pokemon_3095,Fighting,,36,53,109,35,111,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/21.png,9,false
3096,Pokemon_3096,Normal,Poison,66,93,100,102,127,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/22.png,6,false
3097,Pokemon_3097,Rock,Dragon,106,96,59,85,89,140,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/23.png,1,false
3098,Pokemon_3098,Ice,,103,59,133,123,55,41,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/24.png,6,true
3099,Pokemon_3099,Grass,,113,116,120,87,100,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/25.png,1,false
3100,Pokemon_3100,Ghost,,63,70,89,73,150,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/26.png,2,true
3101,Pokemon_3101,Dark,,37,79,80,44,137,63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/27.png,3,false
3102,Pokemon_3102,Dragon,,126,105,99,71,132,124,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/28.png,5,false
3103,Pokemon_3103,Steel,Ghost,141,118,73,121,118,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/29.png,3,false
3104,Pokemon_3104,Ice,Grass,42,133,46,103,90,89,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/30.png,1,false
3105,Pokemon_3105,Grass,,108,122,138,112,56,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/31.png,9,false
3106,Pokemon_3106,Fire,,145,132,38,61,32,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/32.png,9,false
3107,Pokemon_3107,Ground,,123,95,132,45,31,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/33.png,9,false
