id,name,sprite,types,hp,attack,defense,specialAttack,specialDefense,speed,height,weight,abilities,thunder,thunder2,some
407,Roserade,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/407.png,"grass, poison",60,70,65,125,105,90,9,145,"natural-cure, poison-point, technician",,,0
408,Cranidos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/408.png,rock,67,125,40,30,30,58,9,315,"mold-breaker, sheer-force",,,0
409,Rampardos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/409.png,rock,97,165,60,65,50,58,16,1025,"mold-breaker, sheer-force",,,0
410,Shieldon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/410.png,"rock, steel",30,42,118,42,88,30,5,570,"sturdy, soundproof",,,0
411,Bastiodon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/411.png,"rock, steel",60,52,168,47,138,30,13,1495,"sturdy, soundproof",,,0
412,Burmy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/412.png,bug,40,29,45,29,45,36,2,34,"shed-skin, overcoat",,,0
413,Wormadam-plant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/413.png,"bug, grass",60,59,85,79,105,36,5,65,"anticipation, overcoat",,,0
414,Mothim,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/414.png,"bug, flying",70,94,50,94,50,66,9,233,"swarm, tinted-lens",,,0
415,Combee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/415.png,"bug, flying",30,30,42,30,42,70,3,55,"honey-gather, hustle",,,0
416,Vespiquen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/416.png,"bug, flying",70,80,102,80,102,40,12,385,"pressure, unnerve",,,0
417,Pachirisu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/417.png,electric,60,45,70,45,90,95,4,39,"run-away, pickup, volt-absorb",,,0
418,Buizel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/418.png,water,55,65,35,60,30,85,7,295,"swift-swim, water-veil",,,0
419,Floatzel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/419.png,water,85,105,55,85,50,115,11,335,"swift-swim, water-veil",,,0
420,Cherubi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/420.png,grass,45,35,45,62,53,35,4,33,chlorophyll,,,0
421,Cherrim,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/421.png,grass,70,60,70,87,78,85,5,93,flower-gift,,,0
422,Shellos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/422.png,water,76,48,48,57,62,34,3,63,"sticky-hold, storm-drain, sand-force",,,0
423,Gastrodon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/423.png,"water, ground",111,83,68,92,82,39,9,299,"sticky-hold, storm-drain, sand-force",,,0
424,Ambipom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/424.png,normal,75,100,66,60,66,115,12,203,"technician, pickup, skill-link",,,0
425,Drifloon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/425.png,"ghost, flying",90,50,34,60,44,70,4,12,"aftermath, unburden, flare-boost",,,0
426,Drifblim,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/426.png,"ghost, flying",150,80,44,90,54,80,12,150,"aftermath, unburden, flare-boost",,,0
427,Buneary,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/427.png,normal,55,66,44,44,56,85,4,55,"run-away, klutz, limber",,,0
428,Lopunny,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/428.png,normal,65,76,84,54,96,105,12,333,"cute-charm, klutz, limber",,,0
429,Mismagius,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/429.png,ghost,60,60,60,105,105,105,9,44,levitate,,,0
430,Honchkrow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/430.png,"dark, flying",100,125,52,105,52,71,9,273,"insomnia, super-luck, moxie",,,0
431,Glameow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/431.png,normal,49,55,42,42,37,85,5,39,"limber, own-tempo, keen-eye",,,0
432,Purugly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/432.png,normal,71,82,64,64,59,112,10,438,"thick-fat, own-tempo, defiant",,,0
433,Chingling,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/433.png,psychic,45,30,50,65,50,45,2,6,levitate,,,0
434,Stunky,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/434.png,"poison, dark",63,63,47,41,41,74,4,192,"stench, aftermath, keen-eye",,,0
435,Skuntank,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/435.png,"poison, dark",103,93,67,71,61,84,10,380,"stench, aftermath, keen-eye",,,0
436,Bronzor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/436.png,"steel, psychic",57,24,86,24,86,23,5,605,"levitate, heatproof, heavy-metal",,,0
437,Bronzong,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/437.png,"steel, psychic",67,89,116,79,116,33,13,1870,"levitate, heatproof, heavy-metal",,,0
438,Bonsly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/438.png,rock,50,80,95,10,45,10,5,150,"sturdy, rock-head, rattled",,,0
439,Mime-jr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/439.png,"psychic, fairy",20,25,45,70,90,60,6,130,"soundproof, filter, technician",,,0
440,Happiny,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/440.png,normal,100,5,5,15,65,30,6,244,"natural-cure, serene-grace, friend-guard",,,0
441,Chatot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/441.png,"normal, flying",76,65,45,92,42,91,5,19,"keen-eye, tangled-feet, big-pecks",,,0
442,Spiritomb,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/442.png,"ghost, dark",50,92,108,92,108,35,10,1080,"pressure, infiltrator",,,0
443,Gible,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/443.png,"dragon, ground",58,70,45,40,45,42,7,205,"sand-veil, rough-skin",,,0
444,Gabite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/444.png,"dragon, ground",68,90,65,50,55,82,14,560,"sand-veil, rough-skin",,,0
445,Garchomp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/445.png,"dragon, ground",108,130,95,80,85,102,19,950,"sand-veil, rough-skin",,,0
446,Munchlax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/446.png,normal,135,85,40,40,85,5,6,1050,"pickup, thick-fat, gluttony",,,0
447,Riolu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/447.png,fighting,40,70,40,35,40,60,7,202,"steadfast, inner-focus, prankster",,,0
448,Lucario,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/448.png,"fighting, steel",70,110,70,115,70,90,12,540,"steadfast, inner-focus, justified",,,0
449,Hippopotas,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/449.png,ground,68,72,78,38,42,32,8,495,"sand-stream, sand-force",,,0
450,Hippowdon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/450.png,ground,108,112,118,68,72,47,20,3000,"sand-stream, sand-force",,,0
451,Skorupi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/451.png,"poison, bug",40,50,90,30,55,65,8,120,"battle-armor, sniper, keen-eye",,,0
452,Drapion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/452.png,"poison, dark",70,90,110,60,75,95,13,615,"battle-armor, sniper, keen-eye",,,0
453,Croagunk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/453.png,"poison, fighting",48,61,40,61,40,50,7,230,"anticipation, dry-skin, poison-touch",,,0
454,Toxicroak,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/454.png,"poison, fighting",83,106,65,86,65,85,13,444,"anticipation, dry-skin, poison-touch",,,0
455,Carnivine,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/455.png,grass,74,100,72,90,72,46,14,270,levitate,,,0
456,Finneon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/456.png,water,49,49,56,49,61,66,4,70,"swift-swim, storm-drain, water-veil",,,0
457,Lumineon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/457.png,water,69,69,76,69,86,91,12,240,"swift-swim, storm-drain, water-veil",,,0
458,Mantyke,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/458.png,"water, flying",45,20,50,60,120,50,10,650,"swift-swim, water-absorb, water-veil",,,0
459,Snover,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/459.png,"grass, ice",60,62,50,62,60,40,10,505,"snow-warning, soundproof",,,0
460,Abomasnow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/460.png,"grass, ice",90,92,75,92,85,60,22,1355,"snow-warning, soundproof",,,0
461,Weavile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/461.png,"dark, ice",70,120,65,45,85,125,11,340,"pressure, pickpocket",,,0
462,Magnezone,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/462.png,"electric, steel",70,70,115,130,90,60,12,1800,"magnet-pull, sturdy, analytic",,,0
463,Lickilicky,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/463.png,normal,110,85,95,80,95,50,17,1400,"own-tempo, oblivious, cloud-nine",,,0
464,Rhyperior,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/464.png,"ground, rock",115,140,130,55,55,40,24,2828,"lightning-rod, solid-rock, reckless",,,0
465,Tangrowth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/465.png,grass,100,100,125,110,50,50,20,1286,"chlorophyll, leaf-guard, regenerator",,,0
466,Electivire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/466.png,electric,75,123,67,95,85,95,18,1386,"motor-drive, vital-spirit",,,0
467,Magmortar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/467.png,fire,75,95,67,125,95,83,16,680,"flame-body, vital-spirit",,,0
468,Togekiss,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/468.png,"fairy, flying",85,50,95,120,115,80,15,380,"hustle, serene-grace, super-luck",,,0
469,Yanmega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/469.png,"bug, flying",86,76,86,116,56,95,19,515,"speed-boost, tinted-lens, frisk",,,0
470,Leafeon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/470.png,grass,65,110,130,60,65,95,10,255,"leaf-guard, chlorophyll",,,0
471,Glaceon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/471.png,ice,65,60,110,130,95,65,8,259,"snow-cloak, ice-body",,,0
472,Gliscor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/472.png,"ground, flying",75,95,125,45,75,95,20,425,"hyper-cutter, sand-veil, poison-heal",,,0
473,Mamoswine,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/473.png,"ice, ground",110,130,80,70,60,80,25,2910,"oblivious, snow-cloak, thick-fat",,,0
474,Porygon-z,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/474.png,normal,85,80,70,135,75,90,9,340,"adaptability, download, analytic",,,0
475,Gallade,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/475.png,"psychic, fighting",68,125,65,65,115,80,16,520,"steadfast, sharpness, justified",,,0
476,Probopass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/476.png,"rock, steel",60,55,145,75,150,40,14,3400,"sturdy, magnet-pull, sand-force",,,0
477,Dusknoir,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/477.png,ghost,45,100,135,65,135,45,22,1066,"pressure, frisk",,,0
478,Froslass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/478.png,"ice, ghost",70,80,70,80,70,110,13,266,"snow-cloak, cursed-body",,,0
479,Rotom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/479.png,"electric, ghost",50,50,77,95,77,91,3,3,levitate,,,0
480,Uxie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/480.png,psychic,75,75,130,75,130,95,3,3,levitate,,,0
481,Mesprit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/481.png,psychic,80,105,105,105,105,80,3,3,levitate,,,0
482,Azelf,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/482.png,psychic,75,125,70,125,70,115,3,3,levitate,,,0
483,Dialga,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/483.png,"steel, dragon",100,120,120,150,100,90,54,6830,"pressure, telepathy",,,0
484,Palkia,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/484.png,"water, dragon",90,120,100,150,120,100,42,3360,"pressure, telepathy",,,0
485,Heatran,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/485.png,"fire, steel",91,90,106,130,106,77,17,4300,"flash-fire, flame-body",,,0
486,Regigigas,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/486.png,normal,110,160,110,80,110,100,37,4200,slow-start,,,0
487,Giratina-altered,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/487.png,"ghost, dragon",150,100,120,100,120,90,45,7500,"pressure, telepathy",,,0
488,Cresselia,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/488.png,psychic,120,70,110,75,120,85,15,856,levitate,,,0
489,Phione,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/489.png,water,80,80,80,80,80,80,4,31,hydration,,,0
490,Manaphy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/490.png,water,100,100,100,100,100,100,3,14,hydration,,,0
491,Darkrai,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/491.png,dark,70,90,90,135,90,125,15,505,bad-dreams,,,0
492,Shaymin-land,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/492.png,grass,100,100,100,100,100,100,2,21,natural-cure,,,0
493,Arceus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/493.png,normal,120,120,120,120,120,120,32,3200,multitype,,,0
494,Victini,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/494.png,"psychic, fire",100,100,100,100,100,100,4,40,victory-star,,,0
495,Snivy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/495.png,grass,45,45,55,45,55,63,6,81,"overgrow, contrary",,,0
496,Servine,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/496.png,grass,60,60,75,60,75,83,8,160,"overgrow, contrary",,,0
497,Serperior,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/497.png,grass,75,75,95,75,95,113,33,630,"overgrow, contrary",,,0
498,Tepig,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/498.png,fire,65,63,45,45,45,45,5,99,"blaze, thick-fat",,,0
499,Pignite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/499.png,"fire, fighting",90,93,55,70,55,55,10,555,"blaze, thick-fat",,,0
500,Emboar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/500.png,"fire, fighting",110,123,65,100,65,65,16,1500,"blaze, reckless",,,0
501,Oshawott,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/501.png,water,55,55,45,63,45,45,5,59,"torrent, shell-armor",,,0
502,Dewott,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/502.png,water,75,75,60,83,60,60,8,245,"torrent, shell-armor",,,0
503,Samurott,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/503.png,water,95,100,85,108,70,70,15,946,"torrent, shell-armor",,,0
504,Patrat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/504.png,normal,45,55,39,35,39,42,5,116,"run-away, keen-eye, analytic",,,0
